id_envio,corredor_armazenagem,metodo_envio,ligacoes_cliente,avaliacao_cliente,preco,qtd_itens,importancia,genero,desconto,peso_g,entrega_no_prazo,destino,data_envio,data_entrega,avaliacao_entrega,ingestion_timestamp,dias_entrega,categoria_entrega,avaliacao_final,entrega_rapida,faixa_preco,cliente_exigente
7081,D,pac,3,1,200.0,4,medium,F,9,5193,0,Rio de Janeiro,2024-12-22,2025-01-06,2,2025-05-20T23:01:37.806Z,15,lenta,1.5,0,médio,1
7980,F,pac,4,4,272.0,2,low,M,7,4042,1,Pará,2024-09-26,2024-10-01,4,2025-05-20T23:01:37.806Z,5,normal,4.0,0,alto,0
8033,C,pac,5,2,263.0,4,low,M,3,1740,1,Mato Grosso,2023-08-30,2023-09-03,5,2025-05-20T23:01:37.806Z,4,normal,3.5,0,alto,1
8761,D,sedex,4,3,187.0,6,low,F,9,5872,0,Tocantins,2024-06-03,2024-06-16,0,2025-05-20T23:01:37.806Z,13,lenta,1.5,0,médio,1
9448,B,sedex,5,5,227.0,5,medium,F,2,1436,1,Espírito Santo,2022-02-04,2022-02-06,4,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,alto,0
10560,F,transportadora,4,5,134.0,3,medium,M,3,5000,1,Roraima,2022-02-11,2022-02-16,5,2025-05-20T23:01:37.806Z,5,normal,5.0,0,médio,0
10685,C,transportadora,3,5,169.0,3,low,F,4,5659,0,Piauí,2023-04-16,2023-05-15,1,2025-05-20T23:01:37.806Z,29,lenta,3.0,0,médio,1
10783,D,pac,2,1,240.0,2,low,M,8,1144,1,Amazonas,2023-01-23,2023-01-25,5,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
531,A,sedex,3,2,237.0,2,high,M,26,3103,1,Sergipe,2022-09-13,2022-09-18,5,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,1
1756,B,sedex,5,3,160.0,3,high,M,25,1977,1,Distrito Federal,2024-01-27,2024-01-30,4,2025-05-20T23:01:37.806Z,3,normal,3.5,0,médio,0
2406,F,pac,4,2,149.0,3,medium,F,54,1506,1,Pará,2022-08-07,2022-08-09,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,médio,1
3264,F,sedex,4,3,209.0,3,medium,M,7,4104,1,Roraima,2023-01-07,2023-01-09,4,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,alto,0
3333,A,pac,3,1,187.0,5,low,F,6,4698,0,Mato Grosso,2023-05-14,2023-05-21,3,2025-05-20T23:01:37.806Z,7,lenta,2.0,0,médio,1
4220,F,pac,5,4,264.0,3,medium,M,2,5716,0,Distrito Federal,2022-11-09,2022-11-25,1,2025-05-20T23:01:37.806Z,16,lenta,2.5,0,alto,1
4485,A,pac,4,5,171.0,4,low,F,4,5265,0,Distrito Federal,2021-11-10,2021-11-16,2,2025-05-20T23:01:37.806Z,6,lenta,3.5,0,médio,1
4961,C,pac,2,4,158.0,5,medium,F,2,4303,1,Acre,2022-10-01,2022-10-04,4,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
5079,A,transportadora,4,3,181.0,3,medium,M,10,4541,1,Acre,2022-01-08,2022-01-13,5,2025-05-20T23:01:37.806Z,5,normal,4.0,0,médio,0
6531,A,pac,4,4,251.0,4,low,F,1,4252,0,Paraíba,2022-12-25,2023-01-21,2,2025-05-20T23:01:37.806Z,27,lenta,3.0,0,alto,1
7840,B,pac,3,4,273.0,2,medium,F,5,5223,0,Rondônia,2020-07-04,2020-07-27,2,2025-05-20T23:01:37.806Z,23,lenta,3.0,0,alto,1
7875,A,pac,4,5,236.0,4,medium,M,1,4082,0,Paraná,2021-01-05,2021-02-01,2,2025-05-20T23:01:37.806Z,27,lenta,3.5,0,alto,1
10498,B,pac,2,3,136.0,3,low,M,10,4933,0,Rio de Janeiro,2022-12-05,2023-01-07,3,2025-05-20T23:01:37.806Z,33,lenta,3.0,0,médio,0
70,B,pac,3,5,206.0,3,medium,M,39,2929,1,Mato Grosso do Sul,2020-02-27,2020-03-03,4,2025-05-20T23:01:37.806Z,5,normal,4.5,0,alto,0
623,C,pac,3,4,253.0,3,low,M,6,3788,1,Sergipe,2023-02-24,2023-02-28,5,2025-05-20T23:01:37.806Z,4,normal,4.5,0,alto,0
686,F,transportadora,4,2,241.0,2,low,M,17,3844,1,Acre,2022-01-09,2022-01-12,4,2025-05-20T23:01:37.806Z,3,normal,3.0,0,alto,1
1800,F,pac,3,5,231.0,2,medium,M,49,2341,1,Pará,2023-03-02,2023-03-07,4,2025-05-20T23:01:37.806Z,5,normal,4.5,0,alto,0
3486,F,pac,4,1,182.0,2,medium,F,10,5638,0,Bahia,2023-12-13,2023-12-21,1,2025-05-20T23:01:37.806Z,8,lenta,1.0,0,médio,1
3725,C,pac,5,1,245.0,3,medium,M,9,5690,0,Sergipe,2020-07-26,2020-08-29,1,2025-05-20T23:01:37.806Z,34,lenta,1.0,0,alto,1
5530,B,pac,5,3,237.0,5,medium,F,4,1733,1,Santa Catarina,2021-03-23,2021-03-26,4,2025-05-20T23:01:37.806Z,3,normal,3.5,0,alto,0
6725,C,transportadora,3,1,250.0,3,low,M,1,4347,0,Goiás,2020-06-07,2020-06-26,2,2025-05-20T23:01:37.806Z,19,lenta,1.5,0,alto,1
7836,F,pac,3,5,139.0,2,low,F,6,5181,0,Bahia,2021-05-06,2021-06-09,2,2025-05-20T23:01:37.806Z,34,lenta,3.5,0,médio,1
9187,D,transportadora,6,3,297.0,5,low,F,5,1657,0,Rio Grande do Sul,2021-01-06,2021-02-03,1,2025-05-20T23:01:37.806Z,28,lenta,2.0,0,alto,1
9804,F,pac,3,4,244.0,3,medium,M,4,4458,0,Maranhão,2023-07-04,2023-08-04,3,2025-05-20T23:01:37.806Z,31,lenta,3.5,0,alto,0
1116,F,pac,4,2,272.0,2,low,M,21,3271,1,Ceará,2024-06-11,2024-06-16,5,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,1
5594,F,sedex,3,2,180.0,2,high,M,10,4024,0,Alagoas,2020-11-29,2020-12-24,1,2025-05-20T23:01:37.806Z,25,lenta,1.5,0,médio,1
5827,D,pac,3,3,153.0,3,low,M,8,5487,0,Minas Gerais,2023-03-01,2023-04-08,1,2025-05-20T23:01:37.806Z,38,lenta,2.0,0,médio,1
8537,C,pac,6,1,222.0,8,low,M,2,4914,0,Bahia,2024-03-03,2024-03-15,2,2025-05-20T23:01:37.806Z,12,lenta,1.5,0,alto,1
8861,C,pac,7,1,307.0,4,low,M,4,1371,1,Alagoas,2024-08-31,2024-09-01,4,2025-05-20T23:01:37.806Z,1,expressa,2.5,1,alto,1
1724,F,pac,5,3,133.0,4,medium,F,29,1094,1,Bahia,2021-09-22,2021-09-27,5,2025-05-20T23:01:37.806Z,5,normal,4.0,0,médio,0
1975,D,pac,5,3,242.0,3,low,M,58,3411,1,desconhecido,2020-05-22,2020-05-23,5,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,alto,0
2254,B,pac,3,5,134.0,3,medium,M,38,1169,1,Minas Gerais,2020-12-02,2020-12-05,5,2025-05-20T23:01:37.806Z,3,normal,5.0,0,médio,0
2554,B,pac,4,5,220.0,3,medium,F,63,3109,1,Maranhão,2020-12-15,2020-12-18,5,2025-05-20T23:01:37.806Z,3,normal,5.0,0,alto,0
6161,C,transportadora,4,5,210.0,2,medium,M,5,5683,0,Mato Grosso,2024-04-10,2024-04-19,1,2025-05-20T23:01:37.806Z,9,lenta,3.0,0,alto,1
6338,F,pac,4,3,186.0,3,low,M,2,4437,1,Paraíba,2023-03-24,2023-03-26,5,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,médio,0
6747,A,pac,4,5,202.0,3,medium,M,8,5416,0,Distrito Federal,2020-02-16,2020-02-27,2,2025-05-20T23:01:37.806Z,11,lenta,3.5,0,alto,1
7307,C,pac,3,2,181.0,3,low,M,4,5966,1,Mato Grosso,2021-12-09,2021-12-11,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,médio,1
8629,D,transportadora,5,5,225.0,5,low,M,7,1168,0,Piauí,2022-04-03,2022-04-23,1,2025-05-20T23:01:37.806Z,20,lenta,3.0,0,alto,1
8758,B,sedex,5,3,197.0,5,low,F,1,5581,0,Acre,2024-05-03,2024-06-12,2,2025-05-20T23:01:37.806Z,40,lenta,2.5,0,médio,1
508,B,pac,5,3,230.0,3,medium,F,3,2923,1,Santa Catarina,2023-11-18,2023-11-19,5,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,alto,0
2577,A,sedex,3,4,167.0,3,low,M,14,1420,1,Alagoas,2024-07-05,2024-07-08,4,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
8492,F,transportadora,3,1,244.0,3,medium,M,6,4062,1,Roraima,2023-06-19,2023-06-20,5,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
10276,B,transportadora,3,5,146.0,3,medium,M,8,5637,1,Alagoas,2022-09-10,2022-09-13,5,2025-05-20T23:01:37.806Z,3,normal,5.0,0,médio,0
10673,C,sedex,5,2,258.0,5,high,M,6,1059,0,Mato Grosso do Sul,2023-01-08,2023-01-27,1,2025-05-20T23:01:37.806Z,19,lenta,1.5,0,alto,1
327,A,pac,3,4,173.0,3,medium,M,52,1587,1,Mato Grosso do Sul,2020-08-07,2020-08-10,4,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
3874,B,pac,4,5,216.0,3,medium,M,1,5167,1,Espírito Santo,2021-05-30,2021-05-31,5,2025-05-20T23:01:37.806Z,1,expressa,5.0,1,alto,0
4929,A,transportadora,2,5,271.0,3,low,M,4,5775,0,Rio Grande do Norte,2022-05-18,2022-06-25,2,2025-05-20T23:01:37.806Z,38,lenta,3.5,0,alto,1
5268,F,pac,6,2,301.0,5,medium,M,3,1844,1,Amazonas,2023-04-13,2023-04-16,5,2025-05-20T23:01:37.806Z,3,normal,3.5,0,alto,1
5889,A,transportadora,5,2,162.0,4,medium,M,7,5477,1,Minas Gerais,2022-12-15,2022-12-18,4,2025-05-20T23:01:37.806Z,3,normal,3.0,0,médio,1
8408,F,pac,6,5,167.0,2,low,M,10,4013,1,Acre,2021-01-11,2021-01-16,4,2025-05-20T23:01:37.806Z,5,normal,4.5,0,médio,0
9131,C,pac,7,5,308.0,4,medium,M,6,1165,0,Amazonas,2022-03-12,2022-03-20,3,2025-05-20T23:01:37.806Z,8,lenta,4.0,0,alto,0
10895,C,pac,3,2,248.0,3,medium,M,8,5171,0,Piauí,2020-12-16,2021-01-22,0,2025-05-20T23:01:37.806Z,37,lenta,1.0,0,alto,1
1037,C,pac,4,3,261.0,2,high,M,47,2336,1,Roraima,2020-08-19,2020-08-24,5,2025-05-20T23:01:37.806Z,5,normal,4.0,0,alto,0
1126,B,pac,6,4,283.0,5,medium,F,35,2686,1,Paraíba,2023-03-01,2023-03-05,4,2025-05-20T23:01:37.806Z,4,normal,4.0,0,alto,0
1301,C,pac,4,2,235.0,3,low,F,21,3088,1,Rio Grande do Sul,2023-04-12,2023-04-17,5,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,1
1437,A,pac,4,3,142.0,6,low,M,6,1459,1,Roraima,2023-02-27,2023-03-04,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,médio,0
2367,A,pac,5,4,200.0,3,medium,M,24,2078,1,Pará,2024-10-13,2024-10-14,5,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,médio,0
2869,D,sedex,3,2,125.0,3,medium,F,12,1212,1,Santa Catarina,2023-11-08,2023-11-12,4,2025-05-20T23:01:37.806Z,4,normal,3.0,0,médio,1
3293,C,transportadora,2,4,139.0,4,high,M,3,5041,0,São Paulo,2023-01-20,2023-01-27,2,2025-05-20T23:01:37.806Z,7,lenta,3.0,0,médio,1
5141,C,pac,4,5,231.0,4,medium,M,9,5528,0,Santa Catarina,2023-05-28,2023-06-30,2,2025-05-20T23:01:37.806Z,33,lenta,3.5,0,alto,1
9839,C,sedex,5,5,203.0,4,low,M,6,4557,1,desconhecido,2020-02-11,2020-02-13,4,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,alto,0
10309,D,pac,3,5,209.0,3,medium,M,8,5591,0,Maranhão,2024-06-25,2024-08-03,2,2025-05-20T23:01:37.806Z,39,lenta,3.5,0,alto,1
10459,D,pac,4,4,255.0,6,low,F,2,1430,1,Rio de Janeiro,2022-09-27,2022-09-29,4,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,alto,0
10548,F,transportadora,2,5,156.0,5,medium,M,7,5780,0,Mato Grosso,2020-07-15,2020-07-31,3,2025-05-20T23:01:37.806Z,16,lenta,4.0,0,médio,0
504,F,pac,3,2,174.0,3,low,M,30,1986,1,Rio Grande do Sul,2022-10-06,2022-10-10,5,2025-05-20T23:01:37.806Z,4,normal,3.5,0,médio,1
1043,C,pac,5,1,170.0,3,medium,F,60,1883,1,Goiás,2020-12-07,2020-12-12,5,2025-05-20T23:01:37.806Z,5,normal,3.0,0,médio,1
1453,D,pac,4,5,143.0,3,low,F,48,1922,1,Goiás,2023-12-16,2023-12-18,5,2025-05-20T23:01:37.806Z,2,expressa,5.0,1,médio,0
2777,C,pac,3,3,192.0,7,high,F,36,3634,1,desconhecido,2024-08-23,2024-08-24,5,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,médio,0
3353,C,pac,4,3,244.0,2,low,M,10,4486,1,Roraima,2022-12-02,2022-12-06,4,2025-05-20T23:01:37.806Z,4,normal,3.5,0,alto,0
3563,C,transportadora,3,1,203.0,3,medium,F,3,4137,0,Rio Grande do Norte,2024-02-11,2024-03-07,3,2025-05-20T23:01:37.806Z,25,lenta,2.0,0,alto,1
5072,F,transportadora,4,5,228.0,4,low,M,4,4750,0,Sergipe,2020-08-05,2020-08-16,2,2025-05-20T23:01:37.806Z,11,lenta,3.5,0,alto,1
5230,B,pac,4,2,268.0,6,medium,M,2,4348,0,Tocantins,2022-08-13,2022-09-04,1,2025-05-20T23:01:37.806Z,22,lenta,1.5,0,alto,1
9558,F,pac,4,5,184.0,3,low,M,5,4039,1,Goiás,2023-07-07,2023-07-12,4,2025-05-20T23:01:37.806Z,5,normal,4.5,0,médio,0
10239,A,pac,2,5,111.0,2,low,F,5,4038,1,Ceará,2022-11-24,2022-11-26,5,2025-05-20T23:01:37.806Z,2,expressa,5.0,1,médio,0
1214,F,sedex,4,3,256.0,3,low,F,15,3155,1,Pará,2024-05-24,2024-05-28,4,2025-05-20T23:01:37.806Z,4,normal,3.5,0,alto,0
2622,F,pac,3,1,254.0,2,low,M,56,3463,1,Goiás,2024-03-02,2024-03-03,4,2025-05-20T23:01:37.806Z,1,expressa,2.5,1,alto,1
5392,B,pac,4,4,222.0,2,medium,M,7,4343,0,Roraima,2023-01-15,2023-02-11,1,2025-05-20T23:01:37.806Z,27,lenta,2.5,0,alto,1
8921,C,transportadora,6,2,271.0,4,medium,M,3,1636,0,Ceará,2021-10-28,2021-11-05,2,2025-05-20T23:01:37.806Z,8,lenta,2.0,0,alto,1
8996,F,pac,5,3,232.0,3,medium,M,3,4526,0,Paraíba,2021-07-17,2021-07-31,3,2025-05-20T23:01:37.806Z,14,lenta,3.0,0,alto,0
9009,A,pac,6,2,130.0,5,low,M,3,5654,0,Maranhão,2021-05-03,2021-05-16,0,2025-05-20T23:01:37.806Z,13,lenta,1.0,0,médio,1
9575,C,sedex,6,2,191.0,6,medium,M,7,5333,1,Paraíba,2024-01-17,2024-01-18,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,médio,1
10414,B,transportadora,5,1,234.0,5,medium,M,2,1030,1,Rio Grande do Norte,2021-07-06,2021-07-07,4,2025-05-20T23:01:37.806Z,1,expressa,2.5,1,alto,1
10496,F,pac,4,2,214.0,6,medium,M,9,4736,1,desconhecido,2023-03-26,2023-03-27,5,2025-05-20T23:01:37.806Z,1,expressa,3.5,1,alto,1
2115,A,pac,4,1,143.0,3,medium,F,28,1197,1,Roraima,2021-04-14,2021-04-18,4,2025-05-20T23:01:37.806Z,4,normal,2.5,0,médio,1
4557,A,pac,6,5,264.0,4,low,M,6,1005,0,Rio Grande do Norte,2020-07-22,2020-07-31,0,2025-05-20T23:01:37.806Z,9,lenta,2.5,0,alto,1
5539,D,pac,6,2,257.0,4,low,F,4,1929,1,Roraima,2021-09-29,2021-10-01,5,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,alto,1
6855,A,transportadora,3,5,192.0,3,low,F,7,4056,1,Acre,2021-03-28,2021-04-01,5,2025-05-20T23:01:37.806Z,4,normal,5.0,0,médio,0
9059,C,transportadora,3,2,227.0,3,high,M,5,4167,1,Mato Grosso,2021-05-23,2021-05-25,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
9587,C,transportadora,4,5,265.0,2,low,M,9,5040,0,Pará,2023-02-28,2023-04-02,3,2025-05-20T23:01:37.806Z,33,lenta,4.0,0,alto,0
10201,D,pac,6,1,268.0,4,low,F,1,1654,1,Bahia,2024-04-08,2024-04-09,5,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
1062,F,pac,4,2,199.0,3,low,M,64,2470,1,Rio de Janeiro,2023-07-12,2023-07-15,4,2025-05-20T23:01:37.806Z,3,normal,3.0,0,médio,1
2969,C,pac,4,3,165.0,3,low,M,4,1484,1,Goiás,2021-01-07,2021-01-11,4,2025-05-20T23:01:37.806Z,4,normal,3.5,0,médio,0
3117,A,pac,3,5,195.0,2,low,F,42,3814,1,Mato Grosso,2021-03-05,2021-03-09,4,2025-05-20T23:01:37.806Z,4,normal,4.5,0,médio,0
4832,F,pac,3,1,228.0,2,low,F,5,4456,1,Maranhão,2024-10-19,2024-10-23,5,2025-05-20T23:01:37.806Z,4,normal,3.0,0,alto,1
4967,C,pac,4,1,198.0,3,medium,F,1,4090,0,Santa Catarina,2023-10-27,2023-11-18,3,2025-05-20T23:01:37.806Z,22,lenta,2.0,0,médio,1
6363,A,pac,4,1,143.0,2,medium,F,5,4057,0,Rondônia,2024-05-23,2024-06-22,1,2025-05-20T23:01:37.806Z,30,lenta,1.0,0,médio,1
7448,F,pac,4,1,152.0,7,low,F,5,5325,1,Bahia,2020-08-18,2020-08-22,5,2025-05-20T23:01:37.806Z,4,normal,3.0,0,médio,1
8239,D,pac,5,3,145.0,3,low,M,3,4077,1,Tocantins,2023-03-30,2023-04-01,4,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,médio,0
9482,F,pac,5,1,234.0,3,low,F,4,5033,0,Mato Grosso do Sul,2020-04-18,2020-04-27,3,2025-05-20T23:01:37.806Z,9,lenta,2.0,0,alto,1
10877,C,pac,3,3,141.0,2,low,M,2,5923,0,Sergipe,2024-01-23,2024-03-02,1,2025-05-20T23:01:37.806Z,39,lenta,2.0,0,médio,1
107,C,pac,3,1,238.0,3,low,M,17,2624,1,Roraima,2021-05-08,2021-05-11,4,2025-05-20T23:01:37.806Z,3,normal,2.5,0,alto,1
1609,D,pac,3,1,227.0,3,medium,M,52,3336,1,Distrito Federal,2021-06-10,2021-06-12,4,2025-05-20T23:01:37.806Z,2,expressa,2.5,1,alto,1
3084,F,pac,4,2,169.0,2,low,M,22,1322,1,Rio Grande do Sul,2020-08-20,2020-08-24,4,2025-05-20T23:01:37.806Z,4,normal,3.0,0,médio,1
5000,F,pac,3,3,134.0,3,medium,F,8,4950,0,Amazonas,2020-03-31,2020-04-07,3,2025-05-20T23:01:37.806Z,7,lenta,3.0,0,médio,0
7054,B,pac,4,5,137.0,2,high,F,6,5208,0,Minas Gerais,2022-11-05,2022-11-18,1,2025-05-20T23:01:37.806Z,13,lenta,3.0,0,médio,1
8851,D,pac,4,4,266.0,7,medium,M,3,5672,1,Paraíba,2024-10-23,2024-10-26,4,2025-05-20T23:01:37.806Z,3,normal,4.0,0,alto,0
10545,A,transportadora,4,1,195.0,2,low,F,3,4165,0,Sergipe,2024-03-18,2024-04-17,3,2025-05-20T23:01:37.806Z,30,lenta,2.0,0,médio,1
1540,B,pac,3,2,184.0,4,medium,F,10,2972,1,Rio Grande do Sul,2021-01-10,2021-01-15,4,2025-05-20T23:01:37.806Z,5,normal,3.0,0,médio,1
1651,D,transportadora,4,2,203.0,5,low,F,20,3098,1,Tocantins,2023-12-30,2024-01-02,4,2025-05-20T23:01:37.806Z,3,normal,3.0,0,alto,1
2767,D,pac,3,1,132.0,2,medium,F,16,1731,1,Alagoas,2020-05-22,2020-05-24,5,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,médio,1
2909,C,pac,3,4,154.0,2,low,M,29,1016,1,Rio de Janeiro,2021-10-08,2021-10-11,4,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
2932,B,pac,3,3,135.0,3,medium,F,28,1329,1,Bahia,2022-02-22,2022-02-27,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,médio,0
3547,D,sedex,4,2,152.0,3,medium,M,6,5764,1,Rio de Janeiro,2024-08-05,2024-08-07,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,médio,1
5782,B,pac,7,3,267.0,4,low,M,7,1384,0,Pernambuco,2024-11-05,2024-11-23,2,2025-05-20T23:01:37.806Z,18,lenta,2.5,0,alto,1
5933,C,pac,3,2,170.0,3,low,M,9,4069,0,Rio Grande do Sul,2024-08-09,2024-08-16,2,2025-05-20T23:01:37.806Z,7,lenta,2.0,0,médio,1
6654,F,pac,5,1,179.0,2,low,F,3,5417,0,Alagoas,2023-06-11,2023-06-22,3,2025-05-20T23:01:37.806Z,11,lenta,2.0,0,médio,1
6751,D,pac,2,4,156.0,3,medium,F,8,5668,1,Pará,2024-10-13,2024-10-17,5,2025-05-20T23:01:37.806Z,4,normal,4.5,0,médio,0
10026,F,pac,3,4,189.0,3,high,M,2,5464,0,Santa Catarina,2024-03-20,2024-04-22,1,2025-05-20T23:01:37.806Z,33,lenta,2.5,0,médio,1
10920,F,pac,5,1,221.0,6,medium,F,7,1841,1,Espírito Santo,2022-12-10,2022-12-14,4,2025-05-20T23:01:37.806Z,4,normal,2.5,0,alto,1
1404,F,pac,5,2,268.0,3,medium,F,41,3716,1,Tocantins,2021-11-07,2021-11-11,5,2025-05-20T23:01:37.806Z,4,normal,3.5,0,alto,1
1982,F,pac,4,2,176.0,3,medium,F,12,1750,1,Bahia,2022-09-14,2022-09-19,5,2025-05-20T23:01:37.806Z,5,normal,3.5,0,médio,1
3355,D,pac,4,4,161.0,4,low,M,5,5038,0,Rio Grande do Sul,2021-06-12,2021-06-24,2,2025-05-20T23:01:37.806Z,12,lenta,3.0,0,médio,1
3533,C,pac,4,4,218.0,4,low,M,6,4377,1,Mato Grosso,2024-11-30,2024-12-01,5,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
4177,D,pac,3,3,180.0,3,medium,M,8,5953,1,Amazonas,2020-04-02,2020-04-05,4,2025-05-20T23:01:37.806Z,3,normal,3.5,0,médio,0
4663,D,transportadora,5,2,279.0,4,low,F,8,4418,1,Pernambuco,2020-05-04,2020-05-09,4,2025-05-20T23:01:37.806Z,5,normal,3.0,0,alto,1
4843,D,pac,4,2,225.0,2,medium,M,7,5241,1,Pernambuco,2021-04-07,2021-04-08,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
6485,C,pac,3,5,240.0,7,medium,F,9,5525,1,Pará,2023-12-31,2024-01-01,4,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
1496,F,sedex,4,3,199.0,2,low,F,28,2607,1,Rio de Janeiro,2021-12-04,2021-12-08,4,2025-05-20T23:01:37.806Z,4,normal,3.5,0,médio,0
5450,F,pac,5,3,169.0,4,low,F,4,5683,0,Paraná,2022-09-01,2022-09-11,3,2025-05-20T23:01:37.806Z,10,lenta,3.0,0,médio,0
6674,F,pac,4,2,232.0,3,medium,F,7,5737,1,desconhecido,2024-06-22,2024-06-27,4,2025-05-20T23:01:37.806Z,5,normal,3.0,0,alto,1
10446,F,pac,5,5,239.0,6,low,M,9,1417,1,Pará,2024-01-28,2024-01-31,5,2025-05-20T23:01:37.806Z,3,normal,5.0,0,alto,0
10839,A,transportadora,4,2,145.0,3,medium,M,1,5400,0,São Paulo,2022-03-27,2022-04-07,0,2025-05-20T23:01:37.806Z,11,lenta,1.0,0,médio,1
272,F,transportadora,5,1,182.0,2,medium,F,23,2707,1,Rondônia,2024-04-25,2024-04-28,4,2025-05-20T23:01:37.806Z,3,normal,2.5,0,médio,1
2437,D,pac,3,1,169.0,2,medium,F,19,1183,1,Distrito Federal,2023-07-17,2023-07-22,5,2025-05-20T23:01:37.806Z,5,normal,3.0,0,médio,1
2490,F,pac,5,3,148.0,3,medium,F,48,1099,1,Rio Grande do Sul,2022-10-28,2022-10-30,4,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,médio,0
2590,B,sedex,5,3,203.0,2,low,F,37,3531,1,Mato Grosso do Sul,2023-11-11,2023-11-14,5,2025-05-20T23:01:37.806Z,3,normal,4.0,0,alto,0
3250,B,pac,5,2,265.0,2,medium,F,7,5464,1,Maranhão,2023-07-22,2023-07-25,4,2025-05-20T23:01:37.806Z,3,normal,3.0,0,alto,1
5646,F,pac,2,3,247.0,4,low,M,5,5725,0,Sergipe,2021-06-12,2021-06-24,0,2025-05-20T23:01:37.806Z,12,lenta,1.5,0,alto,1
5748,F,sedex,5,3,280.0,3,high,M,2,5273,0,Minas Gerais,2020-02-18,2020-03-23,3,2025-05-20T23:01:37.806Z,34,lenta,3.0,0,alto,0
7632,F,pac,5,4,225.0,2,low,M,8,4725,0,Roraima,2022-03-14,2022-04-12,0,2025-05-20T23:01:37.806Z,29,lenta,2.0,0,alto,1
9014,F,pac,3,5,162.0,3,medium,F,1,4432,0,Rio de Janeiro,2021-08-12,2021-09-10,1,2025-05-20T23:01:37.806Z,29,lenta,3.0,0,médio,1
1883,C,pac,4,1,201.0,10,medium,M,37,3402,1,Maranhão,2022-08-04,2022-08-06,5,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
1907,C,sedex,4,1,148.0,3,high,F,23,1814,1,Goiás,2022-09-25,2022-09-29,5,2025-05-20T23:01:37.806Z,4,normal,3.0,0,médio,1
2156,F,pac,4,3,212.0,4,low,M,28,2422,1,Pará,2023-10-20,2023-10-25,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,0
3053,C,pac,5,4,168.0,3,low,M,34,1779,1,Goiás,2020-07-20,2020-07-22,4,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,médio,0
3456,F,pac,5,3,206.0,4,high,F,1,4583,0,Paraíba,2022-08-30,2022-09-04,0,2025-05-20T23:01:37.806Z,5,normal,1.5,0,alto,1
4443,A,pac,4,5,164.0,2,low,F,9,5453,0,Goiás,2020-07-26,2020-08-04,1,2025-05-20T23:01:37.806Z,9,lenta,3.0,0,médio,1
5176,B,pac,5,3,222.0,2,low,F,2,5953,1,Distrito Federal,2023-10-29,2023-11-03,5,2025-05-20T23:01:37.806Z,5,normal,4.0,0,alto,0
7256,F,sedex,4,1,152.0,2,high,M,2,5396,0,Sergipe,2021-01-11,2021-02-02,2,2025-05-20T23:01:37.806Z,22,lenta,1.5,0,médio,1
8196,F,sedex,3,5,147.0,3,medium,M,5,5357,1,Espírito Santo,2024-12-21,2024-12-23,4,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,médio,0
8659,D,pac,6,1,281.0,4,medium,M,2,1592,0,Amazonas,2023-05-31,2023-07-08,0,2025-05-20T23:01:37.806Z,38,lenta,0.5,0,alto,1
9171,A,sedex,5,3,257.0,5,low,F,7,1451,1,Piauí,2021-03-28,2021-03-29,4,2025-05-20T23:01:37.806Z,1,expressa,3.5,1,alto,0
